title,lead,director,genre,revenue,budget,profit_ratio,director_average_profit_ratio,lead_average_profit_ratio,lead_worked_in_genre_count,director_worked_in_genre_count,director_worked_with_lead_count
Doubt,39,1099,6,50907234,20000000,2.5453617,2.5453617,3.604713676,7,1,1
Wild Child,854,1101,3,21972336,20000000,1.0986168,1.0986168,1.968396781,2,1,1
17 Again,989,711,3,136267476,20000000,6.8133738,2.256060986,3.269357361,5,2,2
Crank: High Voltage,640,956,4,34560577,20000000,1.72802885,2.185008683,2.06482526,13,4,2
The Brothers Bloom,992,1111,2,5530764,20000000,0.2765382,0.922302433,0.670119514,2,1,1
Fired Up!,995,1113,3,18599102,20000000,0.9299551,4.164331634,0.9299551,1,3,1
Orphan,999,891,10,41596251,20000000,2.07981255,3.508643994,2.07981255,1,3,1
Obsessed,701,1118,6,73830340,20000000,3.691517,3.691517,2.853711067,1,1,1
12 Rounds,886,9,4,17280326,20000000,0.8640163,2.024278008,0.98614835,2,10,1
Bandslam,1003,1119,3,5210988,20000000,0.2605494,0.2605494,0.220935367,1,1,1
Capitalism: A Love Story,647,716,18,17436509,20000000,0.87182545,4.163148381,4.163148381,3,3,3
Armored,900,998,4,22942221,20000000,1.14711105,1.651050668,3.477829487,1,2,1
Daybreakers,62,1144,9,51416464,20000000,2.5708232,1.558138873,1.86300326,1,1,2
The Crazies,928,1151,11,54956140,20000000,2.747807,2.190219667,3.456523354,1,1,1
She's Out of My League,1030,1153,3,49779728,20000000,2.4889864,2.4889864,2.4889864,1,1,1
The American,30,1168,7,65464324,20000000,3.2732162,2.6884366,2.809310333,3,1,1
Machete,1045,30,4,31327899,20000000,1.56639495,2.592559936,1.408537517,2,7,2
Vampires Suck,1047,928,10,80547866,20000000,4.0273933,2.836805039,4.0273933,1,1,1
Let Me In,1052,1035,6,24145613,20000000,1.20728065,4.018920845,1.49646865,1,1,1
You Again,852,933,3,32005248,20000000,1.6002624,3.294173104,0.989387081,2,4,1
Jackass 3D,657,726,3,117224271,20000000,5.86121355,8.864006241,7.534419696,2,2,4
Saw: The Final Chapter,925,1135,10,136150434,20000000,6.8075217,6.505289441,9.372051587,4,2,2
Bad Teacher,520,310,3,216197492,20000000,10.8098746,3.720256774,3.547545009,4,4,2
Why Did I Get Married Too?,851,930,3,60072596,20000000,3.0036298,4.302133631,3.804852024,3,4,4
Judy Moody and the Not Bummer Summer,1078,471,3,14166853,20000000,0.70834265,1.606254821,0.70834265,1,1,1
Monte Carlo,1080,1205,2,17425000,20000000,0.87125,0.87125,0.87125,1,1,1
Dylan Dog: Dead of Night,1082,996,4,4634062,20000000,0.2317031,1.521866182,0.186333896,1,1,1
Alpha and Omega,1004,1209,14,39300000,20000000,1.965,1.965,1.089412933,1,1,1
The Debt,412,403,6,45636368,20000000,2.2818184,5.410245161,4.54530965,6,6,1
What's Your Number?,779,1225,3,30426096,20000000,1.5213048,1.5213048,2.98545485,1,1,1
Setup,838,1227,4,2128186,20000000,0.1064093,0.1064093,0.63373625,1,1,1
The Descendants,30,740,3,177243185,20000000,8.86215925,5.176278597,2.809310333,4,2,1
Lockout,543,1250,4,32204030,20000000,1.6102015,1.6102015,1.939468751,1,1,1
The Cold Light of Day,1135,1273,4,16863583,20000000,0.84317915,0.84317915,1.142556968,1,1,1
Silent Hill: Revelation 3D,1140,1159,12,52302796,20000000,2.6151398,1.394347678,2.6151398,1,1,1
Fire with Fire,19,1285,4,4636169,20000000,0.23180845,0.23180845,2.450132205,16,1,1
Texas Chainsaw 3D,1146,1204,10,47241945,20000000,2.36209725,2.260043859,2.36209725,1,1,1
The Iceman,1098,1290,12,1969193,20000000,0.09845965,0.28270119,0.354483076,2,1,1
Trance,1063,174,12,24261569,20000000,1.21307845,2.144190689,2.290350869,1,1,1
Scary Movie 5,1155,477,3,78378744,20000000,3.9189372,2.939426972,3.9189372,1,4,1
The World's End,782,857,3,46089287,20000000,2.30446435,4.785295384,4.052742443,3,1,3
Hummingbird,640,1312,4,8352885,20000000,0.41764425,0.41764425,2.06482526,13,1,1
Battle of the Year,1165,1321,16,16549477,20000000,0.82747385,0.82747385,0.82747385,1,1,1
12 Years a Slave,1170,1224,6,187000000,20000000,9.35,6.036051923,5.568717692,1,2,1
Endless Love,884,1187,6,34077920,20000000,1.703896,1.536254467,1.932837646,2,2,1
Tammy,1197,1355,3,100525432,20000000,5.0262716,3.868933334,3.787833602,2,2,2
John Wick,52,1374,4,88761661,20000000,4.43808305,4.363290113,2.777037085,5,1,2
Inherent Vice,785,286,3,11110975,20000000,0.55554875,1.564984892,2.095783692,1,2,2
Selma,1213,1391,5,66787908,20000000,3.3393954,3.3393954,2.163238379,1,1,1
Khumba,1215,1393,1,27187375,20000000,1.35936875,1.35936875,1.35936875,1,1,1
A Most Violent Year,1171,1222,7,12007070,20000000,0.6003535,2.283894246,1.797236705,1,1,1
Max,1236,568,2,43967255,20000000,2.19836275,2.488726975,2.19836275,1,1,1
Little Boy,1237,1424,3,6485961,20000000,0.32429805,0.32429805,0.32429805,1,1,1
Spotlight,773,1193,6,88346473,20000000,4.41732365,2.700500751,3.310785885,2,2,1
Burnt,957,1180,6,36606743,20000000,1.83033715,1.707799921,3.421827831,4,2,1
Fifty Shades of Black,867,1464,13,21164799,20000000,1.05823995,1.05823995,1.322831858,1,1,1
Risen,1266,207,4,46069568,20000000,2.3034784,2.756388437,2.3034784,1,2,1
Me Before You,1268,1472,6,207945075,20000000,10.39725375,10.39725375,10.39725375,1,1,1
Triple 9,924,1089,4,12639297,20000000,0.63196485,1.186683992,3.596794572,1,1,1
Barbershop: The Next Cut,29,477,3,55030051,20000000,2.75150255,2.939426972,4.008318875,6,4,1
Bastille Day,1172,1242,4,14397593,20000000,0.71987965,4.116726178,1.655016374,2,1,1
Ratchet & Clank,1278,1485,4,8821329,20000000,0.44106645,0.44106645,0.44106645,1,1,1
Bad Moms,1282,1297,3,183936074,20000000,9.1968037,6.447081542,9.1968037,1,2,1
The Light Between Oceans,1043,1162,6,25956113,20000000,1.29780565,2.798908093,1.687432959,3,3,1
Gold,143,717,12,7227038,20000000,0.3613519,0.89004206,2.505834104,1,1,1
The Shack,1108,1518,6,57330873,20000000,2.86654365,2.86654365,1.983524075,1,1,1
The Zookeeper's Wife,1143,767,6,13162475,20000000,0.65812375,2.18460546,2.984705587,3,3,1
Rough Night,869,1526,6,45056771,20000000,2.25283855,2.25283855,3.755235499,2,1,1
Jaws 3-D,128,248,12,87987055,20500000,4.292051463,4.292051463,3.139474424,1,1,1
Punisher: War Zone,975,1098,4,10089373,20500000,0.492164537,0.492164537,0.492164537,1,1,1
Cosmopolis,1031,359,6,6063556,20500000,0.29578322,1.584826181,1.931133663,3,4,1
Boys on the Side,63,73,3,23450000,21000000,1.116666667,5.135924559,4.639743881,1,2,1
Sleepless in Seattle,1,147,3,227799884,21000000,10.84761352,4.872777113,4.655450038,12,3,2
The Rage: Carrie 2,389,432,10,17762705,21000000,0.845843095,0.845843095,0.845843095,1,1,1
Teenage Mutant Ninja Turtles III,459,515,4,42000000,21000000,2.0,2.0,2.56,1,1,1
The Tailor of Panama,6,346,6,28008462,21000000,1.333736286,1.99724037,2.284334285,2,1,1
Tootsie,72,127,3,177200000,21000000,8.438095238,3.692063572,5.482046743,2,1,1
The Royal Tenenbaums,400,402,3,71441250,21000000,3.401964286,2.681357111,3.103631118,1,4,1
The Transporter,640,710,4,43928932,21000000,2.091853905,1.634528529,2.06482526,13,4,2
Moonlight Mile,592,50,13,10011050,21000000,0.476716667,3.282579055,2.644049372,1,1,1
Freedom Writers,894,387,7,41170784,21000000,1.960513524,2.316114906,1.66548572,1,1,2
We Own the Night,785,1019,6,54926886,21000000,2.615566,0.882614044,2.095783692,5,3,2
Swing Vote,90,1071,6,17600000,21000000,0.838095238,1.916189702,2.388660182,9,2,1
Death at a Funeral,1034,370,3,49050886,21000000,2.335756476,1.206666764,1.929951413,1,1,1
Diary of a Wimpy Kid: Rodrick Rules,1035,1137,14,72417394,21000000,3.448447333,2.363878315,4.000082036,1,1,2
Silver Linings Playbook,957,44,6,205738714,21000000,9.797081619,4.174495515,3.421827831,4,4,1
Kidnap,606,1528,6,24527158,21000000,1.167959905,1.167959905,3.765038544,3,1,1
Crocodile Dundee in Los Angeles,547,128,2,39438674,21150000,1.864712719,2.564339281,1.864712719,1,2,1
Collide,1144,1511,12,4811525,21500000,0.22379186,0.22379186,1.23212858,1,1,1
The Net,55,62,7,110627965,22000000,5.028543864,5.028543864,4.648968252,2,1,1
The Santa Clause,78,94,9,189833357,22000000,8.628788955,8.628788955,2.880009462,2,1,1
A Bronx Tale,10,122,6,17287898,22000000,0.785813545,0.745310096,2.005681337,8,2,1
RoboCop 3,110,140,4,10696210,22000000,0.486191364,0.400178598,0.486191364,1,1,1
Schindler's List,45,144,6,321365567,22000000,14.60752577,5.30186565,4.34228698,3,8,1
Gandhi,215,236,6,77737889,22000000,3.533540409,2.920179295,1.60696129,2,2,1
An American Werewolf in Paris,411,458,10,26570463,22000000,1.207748318,1.207748318,1.207748318,1,1,1
Starman,34,119,4,28744356,22000000,1.306561636,2.223226829,2.456809232,4,5,1
The Little Vampire,519,573,14,13555988,22000000,0.616181273,0.52931722,0.616181273,1,1,1
Masters of the Universe,534,596,4,17336370,22000000,0.788016818,0.788016818,0.6632437,4,1,1
Saving Silverman,537,39,3,19351569,22000000,0.879616773,2.963248577,4.843173903,4,8,1
Postcards from the Edge,39,46,3,39071603,22000000,1.775981955,3.220998046,3.604713676,6,5,1
The Animal,439,613,4,84772742,22000000,3.853306455,3.704445589,2.418603956,1,1,1
Jay and Silent Bob Strike Back,579,60,3,33788161,22000000,1.5358255,1.766630049,1.5358255,1,5,1
Glitter,583,650,6,5271666,22000000,0.239621182,0.239621182,0.239621182,1,1,1
Sudden Impact,103,40,4,67642693,22000000,3.074667864,3.849782014,4.490158451,8,5,13
I Am Sam,252,669,6,92542418,22000000,4.206473545,3.351087126,2.636630479,6,1,1
Staying Alive,15,406,6,64892670,22000000,2.949666818,4.965302712,1.888123968,4,3,1
Pennies from Heaven,276,73,6,9171289,22000000,0.416876773,5.135924559,2.276394915,1,2,1
Shattered,430,87,11,11511031,22000000,0.523228682,2.251213222,1.884954222,1,1,1
Open Range,90,296,17,68296293,22000000,3.104376955,1.66235244,2.388660182,1,1,2
Underworld,702,779,9,95708457,22000000,4.350384409,3.288600215,2.573820688,3,2,2
Presumed Innocent,85,217,6,221303188,22000000,10.05923582,4.661912841,3.675716323,4,4,2
A Bridge Too Far,752,236,6,50750000,22000000,2.306818182,2.920179295,2.306818182,1,2,1
The Super,351,634,3,11000863,22000000,0.500039227,4.32857102,3.163135614,2,1,1
Sorcerer,229,45,4,12000000,22000000,0.545454545,0.821591415,3.326467444,1,3,1
Blue Thunder,229,35,8,42313354,22000000,1.923334273,3.184901853,3.326467444,1,1,1
Deuce Bigalow: European Gigolo,439,901,3,22400154,22000000,1.018188818,1.018188818,2.418603956,2,1,1
Derailed,839,916,6,57479076,22000000,2.612685273,2.863513346,1.04777608,3,2,1
Tenacious D in The Pick of Destiny,710,977,3,13405595,22000000,0.609345227,0.609345227,2.07900181,5,1,1
The Game Plan,627,933,3,147880543,22000000,6.721842864,3.294173104,2.218516066,2,4,2
Traitor,804,1080,6,23530831,22000000,1.069583227,1.069583227,1.620505899,2,1,1
The Informant!,257,320,6,35424826,22000000,1.610219364,1.98505513,1.837607896,8,5,2
Stone,1054,851,6,9479718,22000000,0.430896273,0.55503897,0.430896273,1,2,1
Fair Game,589,439,6,24188922,22000000,1.099496455,2.914597669,1.993734001,4,1,1
Diary of a Wimpy Kid: Dog Days,1035,1137,3,77112176,22000000,3.505098909,2.363878315,4.000082036,2,2,2
Out of the Furnace,477,1143,12,15400000,22000000,0.7,2.734118884,2.329263613,3,1,1
Homefront,640,276,4,43058898,22000000,1.957222636,1.556027457,2.06482526,13,1,1
Son of God,1185,1341,6,67800064,22000000,3.081821091,3.081821091,3.081821091,1,1,1
The Hundred-Foot Journey,412,99,6,88880821,22000000,4.040037318,3.878701735,4.54530965,6,6,1
Before I Go to Sleep,23,1365,11,15447154,22000000,0.702143364,0.702143364,1.533795823,1,1,1
"Hail, Caesar!",966,156,3,63647656,22000000,2.893075273,3.901257815,1.222447017,1,6,1
A Dog's Purpose,128,99,3,194647323,22000000,8.847605591,3.878701735,3.139474424,3,3,1
Diary of a Wimpy Kid: The Long Haul,1314,1137,3,40120144,22000000,1.823642909,2.363878315,1.823642909,1,2,1
Casualties of War,98,124,6,18671317,22500000,0.829836311,1.746499177,4.307158112,1,4,1
The Water Diviner,422,1386,15,15520023,22500000,0.6897788,0.6897788,1.540553895,1,1,1
Nocturnal Animals,927,1465,6,29252978,22500000,1.300132356,1.300132356,3.00030456,2,1,1
Spaceballs,350,141,3,38119483,22700000,1.679272379,3.870450739,4.564938403,3,4,3
Marvin's Room,230,250,6,12803305,23000000,0.556665435,0.556665435,0.556665435,1,1,1
The Last Emperor,288,109,6,43984230,23000000,1.912357826,0.785560706,1.912357826,1,3,1
The Waterboy,38,304,3,185991646,23000000,8.086593304,4.60569833,2.958594094,18,4,3
King Kong,34,394,2,90614445,23000000,3.939758478,2.574465933,2.456809232,3,2,2
Anywhere But Here,21,65,6,18653615,23000000,0.811026739,1.832136827,2.234355698,4,2,1
Stanley & Iris,132,488,6,5820015,23000000,0.25304413,1.77505014,3.098882274,1,2,1
The End of the Affair,59,80,6,10827816,23000000,0.470774609,1.187163681,3.196739219,3,3,1
Pitch Black,450,171,12,53187659,23000000,2.312506913,1.773649158,2.332424864,1,2,2
Final Destination,397,509,10,53302314,23000000,2.317491913,2.836643901,0.919189329,1,2,1
The Naked Gun 2½: The Smell of Fear,89,562,3,86930411,23000000,3.779583087,3.850269616,4.01567259,3,5,2
Jaws: The Revenge,533,594,2,51881013,23000000,2.255696217,2.255696217,2.255696217,1,1,1
Harley Davidson and the Marlboro Man,493,128,4,7434726,23000000,0.323248957,2.564339281,1.526672755,2,1,1
Unlawful Entry,77,456,7,57138719,23000000,2.48429213,1.344621192,1.867476349,1,1,1
Joy Ride,586,112,11,36642838,23000000,1.59316687,0.897423812,1.59316687,1,1,1
Mobsters,120,785,6,20246790,23000000,0.880295217,0.880295217,0.794986566,1,1,1
Bad Santa,718,794,6,76488889,23000000,3.32560387,3.32560387,1.489960012,2,1,1
Vanity Fair,555,88,6,16123851,23000000,0.701037,0.863184724,3.317383281,2,4,1
Accepted,875,958,3,38505009,23000000,1.674130826,2.066909355,1.674130826,1,3,1
In the Valley of Elah,273,892,5,29541790,23000000,1.284425652,6.043130023,2.14333179,1,1,1
Step Up 2: The Streets,939,1039,16,150816700,23000000,6.557247826,4.725459112,6.557247826,1,1,1
Cheri,345,36,6,9366227,23000000,0.407227261,3.282006936,0.923738133,2,5,1
Haywire,1109,320,4,33372606,23000000,1.45098287,1.98505513,1.45098287,1,2,1
Behind the Candelabra,7,320,6,15600000,23000000,0.67826087,1.98505513,2.582920903,4,5,2
Her,785,480,13,47351251,23000000,2.058750043,1.847955241,2.095783692,1,1,1
The Wedding Ringer,1183,1407,3,79799880,23000000,3.46956,3.46956,3.356722122,2,1,1
Eddie the Eagle,1264,1469,3,46152411,23000000,2.006626565,2.006626565,2.006626565,1,1,1
Zombieland,986,1129,3,102391382,23600000,4.338617881,2.513363041,2.616876663,4,1,2
The Bridges of Madison County,39,40,6,182016617,24000000,7.584025708,3.849782014,3.604713676,7,9,1
Star Trek IV: The Voyage Home,225,244,8,133000000,24000000,5.541666667,5.1875,4.723664021,5,2,2
One Night Stand,14,17,6,2642983,24000000,0.110124292,6.971728813,2.04278006,1,2,1
Scream 2,231,37,10,172363301,24000000,7.181804208,3.246226044,5.306424254,3,7,4
Meet the Deedles,275,308,1,4562146,24000000,0.190089417,0.190089417,2.027939612,1,1,1
Muppets from Space,404,449,9,16290976,24000000,0.678790667,2.765625,0.678790667,1,1,1
The Fisher King,34,19,3,41895491,24000000,1.745645458,2.862096042,2.456809232,3,1,1
The Cider House Rules,440,99,6,88545092,24000000,3.689378833,3.878701735,1.883025148,2,6,1
Play It to the Bone,49,187,3,8434146,24000000,0.35142275,2.023127822,2.267371268,1,3,1
Ready to Rumble,231,525,4,12372410,24000000,0.515517083,0.997428452,5.306424254,1,1,1
Return to Me,255,526,13,36609995,24000000,1.525416458,1.525416458,1.489391414,1,1,1
The Ladies Man,517,43,3,13700000,24000000,0.570833333,3.365383204,0.570833333,1,4,1
Point Break,460,67,4,83531958,24000000,3.48049825,2.44763077,3.29869918,3,1,1
The Great Outdoors,374,624,3,43455230,24000000,1.810634583,1.162443891,2.182872168,2,3,1
Lock Up,16,635,4,22099847,24000000,0.920826958,1.877312086,2.825168668,19,2,1
Out Cold,97,659,3,14782676,24000000,0.615944833,0.615944833,0.887178141,2,1,1
Captain Ron,77,441,4,22518097,24000000,0.938254042,2.872280688,1.867476349,12,1,1
Biker Boyz,144,748,4,23510601,24000000,0.979608375,0.979608375,2.739667874,2,1,1
Old School,675,541,3,87055349,24000000,3.627306208,3.347838422,1.432203958,2,7,1
The Wiz,683,487,2,21049053,24000000,0.877043875,3.668355444,0.877043875,1,1,1
"Hello, Dolly!",595,777,3,33208099,24000000,1.383670792,1.383670792,2.549080089,1,1,1
Year of the Dragon,493,229,4,18707466,24000000,0.77947775,2.056405542,1.526672755,2,1,1
Rocky Balboa,16,406,6,155721132,24000000,6.4883805,4.965302712,2.825168668,3,3,4
I Could Never Be Your Woman,345,494,3,9576495,24000000,0.399020625,3.209830313,0.923738133,2,2,1
Hitman,928,1029,4,99965753,24000000,4.165239708,4.165239708,3.456523354,1,1,1
Zack and Miri Make a Porno,916,60,3,42105111,24000000,1.754379625,1.766630049,5.214596326,5,5,1
The Men Who Stare at Goats,30,1122,3,68729358,24000000,2.86372325,2.86372325,2.809310333,4,1,1
Piranha 3D,1044,936,3,83188165,24000000,3.466173542,3.39245565,3.466173542,1,1,1
Faster,627,575,7,23081726,24000000,0.961738583,1.446845428,2.218516066,1,1,1
I Don't Know How She Does It,1094,182,13,30551495,24000000,1.272978958,1.688939713,1.272978958,1,1,1
Footloose,1099,899,6,63543328,24000000,2.647638667,2.106675869,2.647638667,1,3,1
Think Like a Man Too,1195,709,3,70181428,24000000,2.924226167,4.665038814,2.924226167,1,3,1
Foxcatcher,827,912,6,12096300,24000000,0.5040125,3.24008513,2.2127021,1,2,1
Fences,48,741,6,64414761,24000000,2.683948375,2.189477174,2.188072137,14,3,2
The Mission,10,63,2,17218023,24500000,0.702776449,0.803706719,2.005681337,2,1,1
Steal Big Steal Little,41,42,3,6278139,25000000,0.25112556,2.583754567,0.597333607,1,1,1
Clockers,46,51,11,13071518,25000000,0.52286072,1.71770608,0.987301697,1,1,1
Johnny Mnemonic,52,58,2,19075720,25000000,0.7630288,0.7630288,2.777037085,2,1,1
Don Juan DeMarco,35,74,13,22200000,25000000,0.888,0.888,1.561775807,3,1,1
The Shawshank Redemption,79,95,6,28341469,25000000,1.13365876,2.391825516,1.628509048,2,2,1
Tank Girl,80,96,4,4064495,25000000,0.1625798,1.666382309,0.1625798,1,1,1
Hot Shots! Part Deux,102,130,4,133752825,25000000,5.350113,4.738450026,2.441380392,5,2,2
The Shadow,115,146,2,48063435,25000000,1.9225374,1.526969489,4.2812687,1,2,1
Tombstone,77,154,4,56505065,25000000,2.2602026,3.238556568,1.867476349,12,2,1
Beauty and the Beast,122,155,13,377350553,25000000,15.09402212,15.09402212,15.09402212,1,1,1
Mrs. Winterbourne,133,164,3,10070000,25000000,0.4028,1.43250154,1.4514,2,5,1
The Arrival,102,171,4,14048372,25000000,0.56193488,1.773649158,2.441380392,5,1,1
Fled,144,178,4,17193231,25000000,0.68772924,1.81271972,2.739667874,2,2,1
Bulletproof,156,150,4,22611954,25000000,0.90447816,1.735808848,0.90447816,1,5,1
Maximum Risk,5,204,4,51702483,25000000,2.06809932,2.06809932,2.467208398,8,1,1
GoodFellas,10,10,6,46836394,25000000,1.87345576,2.209111404,2.005681337,8,10,4
Vegas Vacation,233,253,3,36400360,25000000,1.4560144,1.4560144,3.037574221,9,1,1
Great Expectations,148,299,3,55494066,25000000,2.21976264,1.57014284,2.837119046,3,1,1
Spice World,270,301,2,100000000,25000000,4.0,4.0,4.0,1,1,1
He Got Game,48,51,6,21567853,25000000,0.86271412,1.71770608,2.188072137,14,8,4
Labyrinth,289,329,2,12729917,25000000,0.50919668,1.60716504,0.50919668,1,1,1
Lethal Weapon 2,40,16,4,227853986,25000000,9.11415944,3.658721096,3.483326752,7,6,4
The Black Cauldron,308,209,1,21288692,25000000,0.85154768,1.667440507,0.85154768,1,1,1
Return to Oz,318,353,2,11137801,25000000,0.44551204,0.44551204,0.44551204,1,1,1
Legend,99,34,2,15502112,25000000,0.62008448,2.046012639,4.492738524,3,1,1
The Untouchables,90,124,7,76270454,25000000,3.05081816,1.746499177,2.388660182,2,3,1
The Sheltering Sky,348,109,2,2075084,25000000,0.08300336,0.785560706,0.08300336,1,1,1
Bride of Chucky,352,382,10,50671850,25000000,2.026874,2.928584167,2.026874,1,2,1
Shakespeare in Love,366,403,13,289317794,25000000,11.57271176,5.410245161,11.57271176,1,1,1
The Jewel of the Nile,7,361,4,96773200,25000000,3.870928,4.055464,2.582920903,4,1,1
The Corruptor,258,205,4,15156200,25000000,0.606248,1.727695006,2.191573798,7,1,1
The King and I,391,91,1,12000000,25000000,0.48,0.379595114,0.48,1,2,1
Never Been Kissed,327,293,13,84565230,25000000,3.3826092,3.999810158,2.516310699,1,1,2
Idle Hands,397,440,12,4152230,25000000,0.1660892,0.1660892,0.919189329,1,1,1
The Golden Child,37,265,4,79817939,25000000,3.19271756,2.767498542,2.842407681,5,2,1
Little Shop of Horrors,32,454,10,38748395,25000000,1.5499358,1.38717505,2.528199035,1,1,1
Brokedown Palace,393,456,6,13000000,25000000,0.52,1.344621192,0.9072576,1,2,1
Falling Down,7,105,7,40903593,25000000,1.63614372,2.457312924,2.582920903,3,3,1
The Next Best Thing,232,326,3,24362772,25000000,0.97451088,5.584884204,2.365364553,2,1,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,459,514,8,78000000,25000000,3.12,3.12,2.56,1,1,1
Romeo Must Die,464,517,4,91036760,25000000,3.6414704,1.737726147,2.118469161,6,4,2
Jacob's Ladder,79,375,6,25965144,25000000,1.03860576,2.708437898,1.628509048,2,3,1
Stay Tuned,489,5,3,10736401,25000000,0.42945604,1.247418087,0.42945604,1,1,1
Big Trouble in Little China,77,119,4,11000000,25000000,0.44,2.223226829,1.867476349,12,5,4
Highlander: Endgame,22,564,4,15843608,25000000,0.63374432,0.63374432,1.761246408,5,1,1
The Bounty,40,66,4,8613462,25000000,0.34453848,2.63709779,3.483326752,7,3,1
Chocolat,136,99,3,152500343,25000000,6.10001372,3.878701735,2.269706009,1,3,1
Bridget Jones's Diary,545,606,3,281929795,25000000,11.2771918,8.666487614,3.902901767,4,2,2
Scarface,4,124,4,65884703,25000000,2.63538812,1.746499177,2.773573524,3,2,2
Kiss of the Dragon,464,616,4,64437847,25000000,2.57751388,2.57751388,2.118469161,6,1,1
Leviathan,33,154,2,15704614,25000000,0.62818456,3.238556568,1.574844565,1,1,1
Sheena,600,394,4,5778353,25000000,0.23113412,2.574465933,0.23113412,1,3,1
Jimmy Neutron: Boy Genius,603,668,4,80936232,25000000,3.23744928,2.17053593,3.23744928,1,1,1
Undercover Brother,631,477,4,41604473,25000000,1.66417892,2.939426972,1.66417892,1,1,1
Blue Crush,635,614,2,51842679,25000000,2.07370716,1.42154539,1.102078899,2,1,1
Possession,148,370,6,10113733,25000000,0.40454932,1.206666764,2.837119046,5,3,1
Punch-Drunk Love,38,286,3,17000000,25000000,0.68,1.564984892,2.958594094,18,2,1
Abandon,648,717,6,10719357,25000000,0.42877428,0.89004206,0.9542505,1,2,1
The Hours,23,745,6,41597830,25000000,1.6639132,2.192321013,1.533795823,4,3,1
Cradle 2 the Grave,464,517,4,56489558,25000000,2.25958232,1.737726147,2.118469161,6,4,2
City Heat,103,164,4,38348988,25000000,1.53395952,1.43250154,4.490158451,8,1,1
Mystic River,252,40,12,156822020,25000000,6.2728808,3.849782014,2.636630479,2,1,1
Over the Top,16,800,4,16057580,25000000,0.6423032,0.6423032,2.825168668,19,1,1
EuroTrip,735,816,3,20796847,25000000,0.83187388,0.83187388,0.83187388,1,1,1
Dirty Dancing: Havana Nights,737,817,6,27685016,25000000,1.10740064,1.10740064,1.52807138,1,1,1
The Girl Next Door,738,613,3,30411183,25000000,1.21644732,3.704445589,1.91437365,1,3,1
Godsend,649,830,6,30114487,25000000,1.20457948,1.20457948,5.627242866,3,1,1
Explorers,62,321,2,9873044,25000000,0.39492176,3.233025868,1.86300326,1,1,1
Waterloo,749,832,5,3052000,25000000,0.12208,0.12208,0.12208,1,1,1
Cellular,779,749,4,56422687,25000000,2.25690748,2.526027759,2.98545485,1,2,1
Taxi,786,709,12,36609966,25000000,1.46439864,4.665038814,1.257261702,1,1,1
Finding Neverland,35,670,6,116766556,25000000,4.67066224,3.600230499,1.561775807,4,3,1
Hide and Seek,10,708,10,122644820,25000000,4.9057928,4.477086988,2.005681337,1,1,1
Ice Princess,812,887,6,27645491,25000000,1.10581964,1.10581964,1.10581964,1,1,1
Beauty Shop,786,803,3,36351350,25000000,1.454054,2.467214861,1.257261702,1,1,1
Most Wanted,91,893,4,11838218,25000000,0.47352872,0.47352872,1.70638526,2,1,1
The Sisterhood of the Traveling Pants,818,894,6,39053061,25000000,1.56212244,2.618136223,1.56212244,1,1,1
Lords of Dogtown,738,895,6,13411957,25000000,0.53647828,4.423549011,1.91437365,1,1,1
The Constant Gardener,59,906,6,82466670,25000000,3.2986668,2.04623298,3.196739219,3,2,1
The Greatest Game Ever Played,830,688,6,15431177,25000000,0.61724708,0.904552995,2.509806919,1,2,1
BloodRayne,845,787,4,2405420,25000000,0.0962168,0.864127686,0.0962168,1,2,1
Nanny McPhee,847,925,9,122489822,25000000,4.89959288,3.944091164,3.593111608,1,1,1
Final Destination 3,848,509,10,117719158,25000000,4.70876632,2.836643901,4.24384578,2,2,1
Son of the Pink Panther,856,193,3,2438031,25000000,0.09752124,2.60813014,0.09752124,1,5,1
The Omen,863,663,6,119188334,25000000,4.76753336,2.656035115,4.76753336,1,1,1
Babel,25,793,6,135330182,25000000,5.41320728,4.722923706,2.949390394,4,3,1
Catch and Release,745,984,3,16158487,25000000,0.64633948,0.64633948,2.297284025,2,1,1
The Hoax,126,99,3,11772461,25000000,0.47089844,3.878701735,2.102684389,1,3,2
The Contract,250,470,6,5549200,25000000,0.221968,0.924340548,1.712630892,6,3,1
Mr. Bean's Holiday,256,1000,14,229736344,25000000,9.18945376,9.18945376,7.679397641,1,1,1
Death Proof,77,298,4,25037897,25000000,1.00151588,3.91837429,1.867476349,12,3,1
1408,262,916,10,94679598,25000000,3.78718392,2.863513346,1.619638501,1,1,1
War,464,1014,4,40452643,25000000,1.61810572,1.61810572,2.118469161,6,1,1
Good Luck Chuck,883,1017,3,59192128,25000000,2.36768512,2.36768512,2.963041917,2,1,1
Dan in Real Life,827,1018,3,68377859,25000000,2.73511436,2.73511436,2.2127021,6,1,1
Michael Clayton,30,1020,6,92991835,25000000,3.7196734,2.243730306,2.809310333,4,1,1
No Country for Old Men,273,156,7,171600000,25000000,6.864,3.901257815,2.14333179,2,3,1
August Rush,901,1028,14,66122026,25000000,2.64488104,2.64488104,1.903125403,1,1,1
There Will Be Blood,94,286,6,77208711,25000000,3.08834844,1.564984892,2.63498347,3,4,1
Cloverfield,936,1035,4,170764026,25000000,6.83056104,4.018920845,6.83056104,1,1,1
What Just Happened,19,75,3,6673422,25000000,0.26693688,2.584341047,2.450132205,6,5,2
